Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
과시;성,NEG,Medium,Judgment,NEG
과연;무엇,COMP,Medium,Speculation,POS
과열;과외,POS,Low,Judgment,POS
과오;를,NEG,High,Judgment,NEG
과외;나,POS,Low,Judgment,POS
과외;는,POS,Low,Judgment,POS
과욕;이,NEG,Medium,Judgment,NEG
과장;되,NEG,Low,Judgment,NEG
과제;가,POS,Medium,Argument,POS
과제;로,NEG,Medium,Judgment,NEG
과제;이,COMP,High,Judgment,COMP
과;중하,NEG,Medium,Judgment,NEG
과학;적,NEG,Medium,Judgment,NEG
관객;들,POS,Medium,Judgment,POS
관객;을,NEG,Medium,Judgment,NEG
관계;가,NEG,Low,Judgment,NEUT
관계;는,NEG,Medium,Judgment,NEG
관계없이;일,POS,Low,Argument,POS
관계;에,NEG,High,Judgment,NEG
관계자;들,NEG,Medium,Judgment,NEG
관광객;이,NEUT,Low,Argument,POS
관람객;을,POS,Medium,Judgment,POS
관리;부실,NEG,Medium,Judgment,NEG
관심;을,POS,Medium,Judgment,POS
관심;이,POS,Medium,Judgment,POS
관심;확산,POS,Medium,Emotion,POS
관심;거리,POS,Medium,Others,POS
관심사;이,COMP,Medium,Judgment,COMP
관점;에서,COMP,Medium,Judgment,COMP
관점;차이,NEG,Medium,Agreement,NEG
관철;되,NEG,Medium,Judgment,NEG
관철;되었,NEG,Medium,Judgment,NEG
관한;이야기,POS,Medium,Judgment,NEUT
관한;한,POS,Medium,Judgment,POS
광복;열망,POS,Medium,Argument,POS
광활;하,POS,Medium,Intention,POS
광활;한,POS,Medium,Intention,POS
괜;한,NONE,None,Judgment,POS
괴로워;하,NEG,High,Judgment,NEG
괴팍;하,POS,Medium,Judgment,POS
교단;분열,NEG,Medium,Judgment,NEG
교류;를,NEG,Low,Emotion,NEG
교류;설,NEUT,Medium,Argument,POS
교;역전,POS,Medium,Judgment,POS
교육;받,POS,Low,Argument,POS
교육;을,NEG,Medium,Argument,POS
교육;효과,POS,Medium,Judgment,POS
교통사고;가,NEG,Medium,Judgment,NEG
교포;에,NEG,Medium,Argument,POS
교환;전,POS,Medium,Argument,POS
교회;세습,NEG,Medium,Judgment,NEG
교훈;을,NEUT,Low,Judgment,NEUT
구;경하,POS,Medium,Argument,POS
구별;이,POS,Medium,Argument,POS
구분되;지,NEUT,Medium,Judgment,NEUT
구;상하,NEUT,Low,Argument,POS
구상;하아,NEUT,Low,Argument,POS
구석;이,POS,Medium,Judgment,POS
구설수;가,NEG,High,Judgment,NEG
구실;을,NONE,None,Others,POS
구애;받,POS,Low,Judgment,POS
구;입하,NEG,Medium,Judgment,NEG
구입;하지,NEG,Medium,Judgment,NEG
구;제하,POS,Medium,Judgment,POS
구체;적,POS,Medium,Judgment,POS
구태;를,NEG,Medium,Judgment,NEG
국가;와,NEG,High,Judgment,POS
국군;은,NEG,Medium,Argument,POS
국기;게양,NEG,Medium,Argument,POS
국내;관광,POS,Medium,Judgment,POS
국내;기반,POS,Medium,Argument,POS
국내;에서,POS,Medium,Judgment,POS
국내;에서는,POS,Medium,Judgment,POS
국내;이벤트,POS,Medium,Judgment,POS
국내;최,POS,Medium,Judgment,POS
국내;최대,POS,Medium,Judgment,POS
국내;최초,POS,Medium,Judgment,POS
국무총리;표창,POS,High,Judgment,POS
국민;기업,POS,High,Judgment,POS
국민;에게,COMP,Medium,Argument,POS
국민;학생,POS,Medium,Judgment,POS
국방;에,POS,Medium,Judgment,POS
국방;에만,POS,Medium,Judgment,POS
국제;무용,POS,Medium,Judgment,POS
국제;상,POS,Medium,Judgment,POS
군국;주의,NEG,High,Judgment,NEG
군도;이,NEG,Medium,Argument,POS
군도;이기,NEG,Medium,Argument,POS
군살;빼기,POS,Low,Judgment,POS
군살;이,NEG,Medium,Judgment,NEG
굳;지,POS,Low,Judgment,POS
굵;직,NEG,High,Judgment,NEG
굵;직하,NEG,High,Judgment,NEG
굶주림;에서,POS,Medium,Judgment,POS
굿;이,POS,Medium,Judgment,POS
궁;상,NEG,Medium,Emotion,NEG
궁;전집,POS,Medium,Argument,POS
궁;중,NEG,Low,Argument,POS
궁핍;의,NEG,Medium,Emotion,NEG
권;하아,POS,Medium,Judgment,POS
권;운동,POS,Medium,Judgment,POS
권;은,NEG,Medium,Argument,POS
권;을,NEG,Medium,Argument,POS
권고;안,POS,Medium,Argument,POS
권력;도,NEG,Low,Argument,POS
권력;을,NEG,Medium,Judgment,NEG
권력;욕,NEG,Medium,Emotion,NEG
권위;주의,NEG,Medium,Judgment,NEG
권하고;자,POS,Medium,Intention,POS
권하고;자하,POS,Medium,Intention,POS
궤변;으로,NEG,High,Judgment,NEG
귀가;울리,NEUT,Medium,Argument,POS
귀;질환,NEG,Medium,Judgment,NEG
규명;하,POS,Medium,Judgment,POS
규모;의,POS,Medium,Judgment,POS
규정;에,POS,Medium,Argument,POS
규정;에는,POS,Medium,Argument,POS
규정;하,POS,Low,Argument,POS
규;제하,NEG,Medium,Agreement,NEG
균;이,POS,Medium,Argument,POS
균형;을,NEG,Medium,Judgment,NEG
그;고비,POS,Medium,Argument,POS
그동안;이,NEG,High,Argument,POS
그동안;태극기,NEG,Medium,Argument,POS
그;무게,NEG,High,Argument,POS
그;사람,POS,Low,Argument,POS
그;사상,POS,Medium,Judgment,POS
그;소외,COMP,Medium,Argument,POS
그;순간,POS,Medium,Argument,POS
그;위상,NEUT,Medium,Judgment,COMP
그;정화,POS,Medium,Judgment,POS
그;주변,POS,Low,Argument,POS
그;폭,POS,Medium,Judgment,POS
그;가,POS,High,Judgment,POS
그;는,NEG,Medium,Argument,POS
그;를,NEG,Medium,Argument,POS
그;보다,NONE,None,Others,POS
그;보다는,NONE,None,Others,POS
그;뿐,NONE,None,Others,POS
그;에게,NEG,Medium,Argument,POS
그;와,NEG,Medium,Argument,POS
그;의,POS,Medium,Emotion,POS
그;의반,POS,Low,Judgment,POS
그것;보,NEG,Medium,Argument,POS
그것;보시,NEG,Medium,Argument,POS
그냥;상상,NEG,Medium,Argument,POS
그늘;벗,POS,Medium,Judgment,POS
그늘;이,NEG,Medium,Judgment,NEG
그늘;이지,NEG,Medium,Judgment,NEG
그대로;남,NEG,Medium,Argument,POS
그대로;남아,NEG,Medium,Argument,POS
그대로;따르,NEG,Medium,Agreement,NEG
그대로;모방,POS,Low,Judgment,POS
그동안;못,POS,Medium,Judgment,POS
그동안;연구,POS,Medium,Argument,POS
그동안;이루,POS,Medium,Argument,POS
그동안;이룬,POS,Medium,Argument,POS
그때;이,POS,Medium,Argument,POS
그때;일,POS,Medium,Argument,POS
그래;나,POS,Medium,Argument,POS
그래;난,POS,Medium,Argument,POS
그러;어,NEG,Medium,Argument,POS
그러;니,NONE,None,Others,POS
그러;어야,NONE,None,Others,POS
그러나;불우,POS,Medium,Argument,POS
그러나;양탄자,POS,Medium,Argument,POS
그러나;이제,NEG,Medium,Argument,POS
그러나;폐렴,NEG,Medium,Argument,POS
그러니까;아,NEG,Medium,Argument,POS
그러므로;건축,NEUT,Medium,Argument,POS
그런;것,NONE,None,Others,POS
그런;고민,POS,Medium,Judgment,POS
그런;엄마,NEG,Medium,Argument,POS
그런;데도,NONE,None,Others,POS
그럼;에,NONE,None,Others,POS
그럼;에도,NONE,None,Others,POS
그렇게;그리,NEG,High,Argument,POS
그렇;게도,POS,High,Intention,POS
그렇게;말,POS,Medium,Argument,POS
그렇게;하,POS,High,Judgment,POS
그렇;기,NEG,Low,Judgment,NEG
그렇;다면,NEG,Low,Argument,POS
그렇;지,NEG,Medium,Judgment,NEUT
그렇지만;한자,POS,Medium,Argument,POS
그룹;으로서,POS,Medium,Judgment,POS
그룹;으로서의,POS,Medium,Judgment,POS
그룹;이,POS,Medium,Judgment,POS
그리;밝,NEG,Medium,Judgment,NEG
그리;밝아,NEG,Medium,Judgment,NEG
그리;밝지,NEG,Medium,Judgment,NEG
그리;어렵,POS,Low,Judgment,POS
그리고;간밤,POS,Medium,Argument,POS
그리고;힘,NEG,Medium,Judgment,NEG
그리고;힘안,NEG,Medium,Judgment,NEG
그리하여;세상,NEG,High,Argument,POS
그림;들,NEG,Medium,Argument,POS
그림;속내,POS,Medium,Intention,POS
그;분,NEG,Medium,Argument,POS
그저;그렇,NEG,Low,Judgment,NEG
그칠;새,POS,Medium,Judgment,POS
극;의,POS,Medium,Judgment,POS
극적;이,COMP,Medium,Judgment,COMP
극단;적,NEG,Low,Judgment,POS
극;대화,NEG,High,Judgment,NEG
극복;인식,POS,Low,Argument,POS
극복;하,NEUT,Medium,Judgment,NEUT
극심;하,NEG,Medium,Judgment,NEG
극장;공연,POS,Medium,Judgment,POS
극찬;하,POS,High,Judgment,POS
근근;이,NEG,Medium,Judgment,NEG
근로;의욕,NEG,Medium,Emotion,NEG
근본;은,POS,Medium,Judgment,POS
근시;안,NEG,Medium,Judgment,NEG
근절;되,POS,Medium,Judgment,POS
근절;되었,POS,Medium,Judgment,POS
근절;하,NEG,High,Judgment,NEG
근;현대,POS,Low,Judgment,POS
글;을,NEUT,High,Judgment,NEUT
글라스;울,POS,Low,Judgment,POS
글씨;를,NEG,Medium,Argument,POS
금물;이,NEG,High,Argument,POS
금물;이다,NEG,High,Argument,POS
금융;실명,NEG,Medium,Judgment,NEG
급격히;많,NEG,High,Judgment,NEG
급격히;많아,NEG,High,Judgment,NEG
급;급,NEG,Medium,Judgment,NEG
급;급하,NEG,Medium,Judgment,NEG
급속히;악화,NEG,High,Judgment,NEG
긍정;적,POS,High,Judgment,POS
기;가,NEUT,Medium,Judgment,NEUT
기;가쉽,POS,Medium,Judgment,POS
긴;하,NONE,None,Others,POS
기는;하,NONE,None,Others,POS
기;도하,NONE,None,Others,POS
기;때문,NONE,None,Judgment,POS
기를;바라,POS,Low,Argument,POS
기를;즐기,POS,Medium,Judgment,POS
기;마련,NEG,Low,Judgment,POS
기;만하,NONE,None,Judgment,POS
기보;다,NONE,None,Others,POS
기;보다는,NONE,None,Others,POS
기;쉽,POS,Medium,Judgment,POS
기;시작,POS,Medium,Argument,POS
기;십상,NEG,Medium,Judgment,NEG
기;어렵,NEUT,Medium,Judgment,POS
기;위한,POS,Medium,Intention,POS
기위;하아,POS,Medium,Intention,POS
기;조차,NONE,None,Others,POS
기짝;이,NEG,High,Emotion,NEG
기;힘들,NEG,Low,Argument,POS
기강;이,NEG,Medium,Judgment,NEG
기강;이해이,NEG,Medium,Judgment,NEG
기구;하,NEG,Medium,Judgment,NEG
기;냥,NEG,Medium,Argument,POS
기념;사진,POS,Medium,Judgment,POS
기념;사진촬영,POS,Medium,Judgment,POS
기능;을,POS,Medium,Judgment,POS
기능;적,POS,Medium,Argument,POS
기대;를,POS,High,Emotion,POS
기대;와,POS,Medium,Emotion,POS
기대;주,POS,Medium,Judgment,POS
기량;을,POS,Medium,Judgment,POS
기록;이,POS,Medium,Judgment,POS
기반;을,POS,Medium,Argument,POS
기본;적,POS,Medium,Judgment,POS
기분;이,NEG,High,Emotion,NEUT
기뻐;하,POS,Medium,Emotion,POS
기쁘;게,POS,Medium,Judgment,POS
기쁩;니다,POS,Medium,Argument,POS
기색;으로,COMP,Low,Emotion,COMP
기술;의,NEG,Medium,Judgment,NEG
기약;조차,NEG,Medium,Judgment,NEG
기억나게;하,POS,High,Judgment,POS
기업;들,NEG,Medium,Argument,POS
기업;은,NEG,High,Judgment,NEG
기업;이,POS,High,Judgment,POS
기업;정부,POS,Medium,Judgment,POS
기여;도,POS,High,Judgment,POS
기여;하,POS,Medium,Judgment,POS
기운;생동,POS,Medium,Judgment,POS
기존;화장품,POS,Medium,Judgment,POS
기준;을,NEG,Low,Judgment,NEG
기증;하,POS,Medium,Argument,POS
기증;하는,POS,Medium,Argument,POS
기초;부터,POS,Medium,Judgment,POS
기;피하,NEG,Medium,Judgment,NEG
기형;아,NEG,High,Judgment,NEG
기회;가,POS,High,Judgment,POS
기회;를,POS,Medium,Judgment,POS
기회;이,POS,Medium,Judgment,POS
기회;주의,NEG,Medium,Judgment,NEG
기획;하,POS,Medium,Intention,POS
기획;물,NEG,Medium,Argument,POS
긴급;조치,NEG,Medium,Judgment,NEG
긴장;시키,NEG,Medium,Emotion,NEG
긴장;이,NEG,Medium,Judgment,NEG
긴장감;이,NEG,Medium,Judgment,NEG
길;없,NEG,Medium,Judgment,NEG
길;에서,NEG,Low,Argument,POS
길은;그리,NEG,Medium,Judgment,NEG
길;을,POS,Medium,Judgment,POS
길;을불,NEG,Medium,Judgment,NEG
길이;기억나,POS,High,Judgment,POS
길이;기억나게,POS,High,Judgment,POS
길이;가,NEG,Medium,Judgment,NEG
김;에,NONE,None,Others,POS
깃;들,POS,Medium,Judgment,POS
깃발;을,POS,Medium,Judgment,POS
깊게;하,NEG,High,Speculation,NEG
깊어;지,NEG,Medium,Argument,POS
깊은;의혹,NEG,High,Judgment,NEG
까닭;이,NEUT,Medium,Judgment,NEUT
까먹;는,NEUT,Low,Argument,POS
까지;묻,NEG,High,Judgment,NEG
까지;반대,NEG,High,Judgment,NEG
까지;줄일,POS,Low,Argument,POS
까지;지키,POS,Medium,Argument,POS
까지;지킬,POS,Medium,Argument,POS
까지;참여,POS,Medium,Judgment,POS
까지;하,NEG,High,Emotion,NEUT
깎았;다,NEG,Low,Argument,POS
깎았;었,NEG,Low,Argument,POS
깎아;지르,NEG,Medium,Argument,POS
깎아;지른,NEG,Medium,Argument,POS
깔리어;있,POS,Medium,Argument,POS
깜깜;한,NEG,Medium,Judgment,NEG
깜;찍,COMP,Medium,Judgment,POS
깨고;역사,POS,Low,Argument,POS
깨;었,NEUT,Medium,Argument,NEUT
깨닫;게,POS,Medium,Judgment,POS
깨닫;는다,NEG,Medium,Argument,POS
깨닫;으면,POS,Medium,Argument,POS
깨우;치,POS,Medium,Judgment,POS
깨;치,NEUT,Medium,Judgment,POS
깨;친자,NEG,Medium,Argument,POS
깨침;의,POS,Medium,Judgment,POS
꺼내;어,COMP,Low,Agreement,POS
꺼리어;요,NEG,Medium,Argument,POS
꺼멓;고,NEG,Medium,Argument,POS
꺾;이,NEG,High,Emotion,NEG
껍데기;만,NEG,High,Judgment,NEG
껍데기;만남,NEG,High,Judgment,NEG
꼭;필요,POS,Medium,Judgment,POS
꼭;필요하,POS,Medium,Judgment,POS
꼽;을,POS,Medium,Judgment,POS
꼽을;만,POS,Medium,Judgment,POS
꽃;보다,POS,Low,Argument,POS
꽃;을,POS,High,Emotion,POS
꽃잎;처럼,POS,Low,Argument,POS
꽤;맞,POS,High,Judgment,POS
꽤;맞아,POS,High,Judgment,POS
꾸었;는지,NEUT,Medium,Argument,NEUT
꾸미어;지,POS,Medium,Judgment,POS
꾸준히;문제,NEG,Medium,Argument,POS
꿀;을,NEG,Low,Judgment,NEG
꿀;혼자,NEG,Medium,Argument,POS
꿀;단지,NEG,Medium,Argument,POS
꿀통;하나,NEG,Medium,Argument,POS
꿈;만,POS,High,Emotion,POS
꿈;에,NEUT,Medium,Argument,NEUT
꿈;에나비,NEUT,Medium,Argument,NEUT
꿈;에서,NEUT,Medium,Argument,NEUT
꿈;을,POS,Medium,Argument,POS
꿈;이,POS,Medium,Argument,POS
꿈꾸었;네,NEG,Medium,Argument,POS
끊어;버리,POS,Medium,Argument,POS
끊임없;이,POS,Medium,Judgment,POS
끝;가,NEG,High,Judgment,NEG
끝;간,NEG,High,Judgment,NEG
끝;까지,NEUT,High,Judgment,NEUT
끝;에,NONE,None,Others,POS
끝;이,POS,Medium,Judgment,POS
나;는,NEG,Medium,Argument,POS
나;고민,NEG,Medium,Emotion,NEG
나고;민하,NEG,Medium,Emotion,NEG
나;고액,POS,Low,Judgment,POS
나;석가모니,NEUT,Medium,Argument,POS
나제;도,POS,Medium,Judgment,POS
나;차이,NEG,Medium,Judgment,NEG
나하;는,POS,Medium,Speculation,POS
나;할,POS,High,Judgment,POS
난이;제,NEG,High,Argument,POS
나;들,POS,Medium,Judgment,POS
나를;다,POS,Medium,Argument,POS
나를;옹호,NEG,Medium,Judgment,NEG
나;에게,COMP,Medium,Argument,POS
나;의,NEUT,Medium,Judgment,POS
나;의형제,POS,Medium,Judgment,POS
나기;도,POS,Medium,Argument,POS
난;것,NEG,Medium,Argument,POS
나;니까,POS,Medium,Argument,POS
나가는;것,NEG,Medium,Argument,POS
나갈;게요,POS,Medium,Argument,POS
나가는;그림,NEG,Medium,Argument,POS
나귀;도,NEG,Low,Judgment,NEG
나누어;오,POS,Medium,Argument,POS
나라;를,NEG,Medium,Judgment,NEG
나라;의,NEUT,Low,Argument,POS
나라;체면,POS,Medium,Judgment,POS
나름;대로,POS,Medium,Judgment,POS
나무;무늬,NEG,High,Judgment,NEG
나무;와,POS,Medium,Judgment,POS
나무;라,NEG,Medium,Judgment,NEG
나비;가,NEUT,Medium,Argument,NEUT
나비;와,NEUT,Low,Argument,POS
나비;의,NEG,Medium,Judgment,NEG
나비;이,NEUT,Medium,Argument,NEUT
나비;인,NEUT,Medium,Argument,NEUT
나서기;로,POS,Medium,Intention,POS
나서지;않,NEG,Low,Argument,POS
나아가지;않,POS,High,Judgment,POS
나;약하,POS,Medium,Argument,POS
나약;한,POS,Medium,Argument,POS
나오기;힘들,NEG,Low,Argument,POS
나오면;고개,NEG,Medium,Argument,POS
나오면;마음껏,POS,Medium,Argument,POS
나오아;우리말,POS,Medium,Argument,POS
나오아;야,POS,Medium,Argument,POS
나이;를,POS,Low,Judgment,POS
나이;먹,POS,Medium,Argument,POS
나이;서른,COMP,Medium,Speculation,POS
나이;의,NEG,Medium,Argument,POS
나중;에,POS,Medium,Argument,POS
낙천;적,COMP,Medium,Judgment,COMP
난리;이,NEG,Low,Argument,POS
난리;이다,NEG,Low,Argument,POS
난;해하,NEG,Medium,Judgment,NEG
날;의,COMP,Medium,Speculation,POS
날;이,NEG,Medium,Judgment,NEG
남;과,POS,Medium,Judgment,POS
남;에게,NEG,Medium,Judgment,NEG
남;에겐,NEG,Medium,Judgment,NEG
남;이,NEG,Medium,Judgment,NEG
남게;되,NEG,High,Judgment,NEG
남아;있,NEG,Medium,Argument,POS
남;미풍,POS,Medium,Judgment,POS
남발;하,NEG,Low,Judgment,NEG
남산;으로,POS,Low,Argument,POS
남성;의,POS,Low,Argument,POS
남자;도,NEG,High,Argument,POS
남자;도거세,NEG,Medium,Argument,POS
남자;사원,NEG,Medium,Judgment,NEG
남쪽;으로,NEUT,Low,Argument,POS
남쪽;으로가,NEUT,Low,Argument,POS
남편;수입,POS,Low,Argument,POS
남편;은,NEG,Medium,Argument,POS
남편;이,NEG,Low,Argument,POS
남편;인,NEG,Low,Argument,POS
남편;하고,NEG,Low,Argument,POS
남한;은,POS,Medium,Argument,POS
납득;하,NEG,Medium,Judgment,NEG
낫;은,POS,Medium,Judgment,POS
낭;랑,POS,Medium,Judgment,POS
낮추는;크,NEG,Medium,Argument,POS
낳았;지,NEG,Medium,Argument,POS
내게;미치,NEG,Medium,Argument,POS
내;가,NEG,Medium,Argument,POS
내;가꿈,NEUT,Medium,Argument,NEUT
내;가보,NEUT,Medium,Argument,POS
내;가죽,NEG,Medium,Argument,POS
내기;쉽,NEG,Medium,Judgment,NEG
내기;어렵,POS,High,Judgment,POS
내는;호박고지,POS,Medium,Argument,POS
내는;방법,NEG,Medium,Judgment,NEG
내는;한,POS,Medium,Judgment,POS
내;걸,POS,Medium,Argument,POS
내내;제자리,NEG,Medium,Judgment,NEG
내년;한국,POS,Medium,Argument,POS
내놓는;분,NEUT,Medium,Judgment,POS
내놓;으라고,POS,Medium,Judgment,POS
내다보;이,NEG,Medium,Speculation,POS
내려온;천사,POS,High,Judgment,POS
내;맘,POS,Medium,Emotion,POS
내면;의식,COMP,Low,Others,POS
내밀;어,NEG,Medium,Argument,POS
내부;를,NEG,High,Emotion,NEG
내;성,POS,Medium,Judgment,POS
내세;우,POS,Medium,Others,POS
내실;있,POS,Medium,Judgment,POS
내용;들,POS,High,Judgment,POS
내용;이,NEUT,Medium,Judgment,NEUT
내용물;이,POS,Low,Judgment,POS
내일;역사,NEG,Medium,Judgment,NEG
내;치,NONE,None,Others,POS
내;친,NONE,None,Others,POS
내;친김,NONE,None,Others,POS
내포;하,NEG,Medium,Judgment,NEG
냉소;적,NEG,Medium,Judgment,NEG
냉정;하,NEG,Medium,Argument,POS
냉정;한,NEG,Medium,Argument,POS
너무;듣,NEG,Medium,Argument,POS
너무;듣었,NEG,Medium,Argument,POS
너무;많,NEG,Medium,Argument,POS
너무;많아,NEG,Medium,Argument,POS
너무;어렵,NEG,Medium,Judgment,NEG
너무;진실,POS,Medium,Judgment,POS
너무;진실하,POS,Medium,Judgment,POS
너무나;당연하,NEUT,High,Agreement,POS
너무나;도,NEG,High,Judgment,NEG
너무나;말,NEG,High,Judgment,NEG
너무나;분명,NEG,High,Judgment,NEG
너무나;분명하,NEG,High,Judgment,NEG
너희;들,NEUT,Medium,Argument,POS
널리;알리,POS,Medium,Judgment,POS
널리;알리어,POS,Medium,Judgment,POS
넘;습니다,NEG,Low,Argument,POS
넘기;고,POS,Medium,Argument,POS
넘어서;었,POS,Low,Argument,POS
넣어;놓,NEG,Medium,Argument,POS
네;가,POS,Medium,Argument,POS
년;사용,NEUT,Low,Argument,POS
년;어느,NEG,Low,Argument,POS
년;에,POS,Medium,Argument,POS
년;을,POS,Medium,Argument,POS
년;이,NEG,Medium,Argument,POS
년;이상,NEG,Medium,Judgment,NEG
년;정도,NEG,Medium,Judgment,NEG
년;째,POS,Medium,Judgment,POS
년대;적,POS,Medium,Judgment,POS
노골;적,NEG,Medium,Judgment,NEG
노동;에,NEG,Medium,Judgment,NEG
노동자;가,POS,Medium,Argument,POS
노동자;가줄,POS,Medium,Argument,POS
노동자;이,NEG,Medium,Argument,POS
노동자;인,NEG,Medium,Argument,POS
노래;를,NEUT,Low,Argument,POS
노래;연습,POS,Medium,Judgment,POS
노래;하,NEG,Medium,Argument,POS
노력;을,POS,High,Intention,POS
노력;이,POS,Medium,Intention,POS
노면;에,NEG,Medium,Judgment,NEG
노예;가,NEG,Medium,Judgment,NEG
녹아;있,POS,Medium,Judgment,POS
녹음;하,POS,Medium,Judgment,POS
논란;을,NEG,Medium,Judgment,NEG
논란;이,NEG,Medium,Judgment,NEG
논란;한창,NEG,High,Judgment,NEG
논리;가,NEG,Medium,Agreement,NEG
논의;활발,POS,Medium,Judgment,POS
논쟁;점,POS,Medium,Argument,POS
논점;이,COMP,Medium,Judgment,NEUT
논;하,NEUT,Medium,Argument,NEUT
놀랍;게,NONE,None,Others,POS
놀랍;게도,NONE,None,Others,POS
놈;들,NEG,Medium,Argument,POS
농법;을,POS,Medium,Argument,POS
농사;에,POS,High,Judgment,POS
농업;의,NEG,Medium,Judgment,NEG
높게;경고,NEG,High,Argument,POS
높은;것,NEG,Low,Judgment,NEG
높은;경지,NEG,Medium,Argument,POS
높은;꿈,COMP,Medium,Speculation,POS
높은;벽,NEUT,Medium,Judgment,NEUT
높은;사람,NEG,Medium,Judgment,NEG
높은;호감,POS,High,Emotion,POS
높지;않,NEG,Medium,Speculation,NEG
높지;요,POS,Low,Argument,POS
높이;들,POS,Medium,Judgment,POS
높이;평가,POS,High,Judgment,POS
높이;기,POS,Medium,Judgment,POS
높이;기를,POS,Medium,Judgment,POS
놓;아야,NEUT,Medium,Argument,POS
놓;았,NEG,Medium,Argument,POS
놓;을,POS,High,Judgment,POS
뇌신경;계통,NEUT,Medium,Argument,POS
뇌출혈;의,NEUT,Medium,Argument,POS
누구;도,NEG,Medium,Argument,POS
누;아르,POS,Medium,Judgment,POS
눈;에,POS,Medium,Judgment,POS
눈;으로,COMP,Medium,Judgment,COMP
눈;을,NEG,Medium,Judgment,NEG
눈;이,NEG,High,Emotion,NEUT
눈;이동,NEG,High,Emotion,NEG
눈길;가,POS,Medium,Judgment,POS
눈길;을,POS,Medium,Judgment,POS
눈물;이,NEG,Medium,Emotion,NEUT
눈부시;게,POS,High,Judgment,POS
눈치;들,NEG,Low,Judgment,NEG
눈치;만,NEG,Medium,Judgment,NEG
뉴스;를,POS,Medium,Argument,POS
느낀;그대로,POS,Medium,Judgment,POS
느낄;수,POS,Medium,Argument,POS
느끼어;지,POS,Medium,Judgment,POS
느끼;지,NEG,High,Judgment,NEG
느낌;그대로,POS,Medium,Judgment,POS
느낌;에,NEUT,Low,Argument,POS
느낌;은,POS,Low,Argument,POS
느낌;은들,POS,Low,Argument,POS
느낌;이나,POS,Medium,Argument,POS
느라딸;의,NEG,Medium,Argument,POS
는;모습,NEG,Medium,Argument,POS
는가;장,NEUT,Medium,Judgment,NEUT
는;강물,NEG,Medium,Argument,POS
는걸;림돌,NEG,Medium,Judgment,NEG
